#FIR coefficients for EISCAT 3D FSRU Delays
#
#April 20, 2017
#Computed using Equiripple Method
#
#Delay is in picoseconds
#Coefficients are signed, 18 bits, 3 integer bits.  Full scale = 32768.
#
#Delay Coef0 Coef1 Coef2 Coef3 Coef4 Coef5 Coef6 Coef7 Coef8 Coef9 
7660 474 -1112 2266 -5303 28968 10003 -3859 1882 -990 439 
7680 477 -1118 2278 -5327 28912 10093 -3887 1895 -996 442 
7700 480 -1124 2290 -5351 28857 10183 -3915 1907 -1003 444 
7720 482 -1130 2302 -5374 28801 10273 -3944 1920 -1009 447 
7740 485 -1136 2314 -5398 28744 10363 -3972 1933 -1016 450 
7760 488 -1142 2325 -5421 28688 10453 -3999 1946 -1022 453 
7780 490 -1148 2337 -5443 28631 10544 -4027 1959 -1029 456 
7800 493 -1154 2348 -5466 28573 10634 -4055 1971 -1035 458 
7820 496 -1160 2359 -5488 28515 10725 -4083 1984 -1041 461 
7840 498 -1166 2370 -5509 28457 10815 -4110 1996 -1047 464 
7860 501 -1172 2381 -5531 28399 10906 -4137 2009 -1054 466 
7880 503 -1177 2392 -5552 28340 10997 -4165 2021 -1060 469 
7900 506 -1183 2402 -5573 28281 11087 -4192 2033 -1066 472 
7920 508 -1189 2413 -5593 28222 11178 -4219 2045 -1072 474 
7940 511 -1194 2423 -5614 28162 11269 -4246 2057 -1078 477 
7960 513 -1200 2434 -5633 28102 11360 -4273 2070 -1084 480 
7980 516 -1205 2444 -5653 28042 11451 -4299 2082 -1090 482 
8000 518 -1210 2454 -5672 27981 11542 -4326 2093 -1096 485 
8020 520 -1216 2464 -5691 27920 11633 -4352 2105 -1102 487 
8040 523 -1221 2474 -5710 27858 11724 -4378 2117 -1108 490 
8060 525 -1226 2484 -5728 27797 11815 -4405 2129 -1114 492 
8080 527 -1231 2493 -5747 27735 11906 -4431 2140 -1120 495 
8100 530 -1236 2503 -5764 27672 11997 -4457 2152 -1125 497 
8120 532 -1242 2512 -5782 27610 12088 -4482 2163 -1131 500 
8140 534 -1246 2521 -5799 27547 12180 -4508 2175 -1137 502 
8160 536 -1251 2530 -5816 27483 12271 -4534 2186 -1142 504 
8180 538 -1256 2539 -5833 27420 12362 -4559 2197 -1148 507 
8200 541 -1261 2548 -5849 27356 12453 -4584 2209 -1153 509 
8220 543 -1266 2557 -5865 27292 12545 -4609 2220 -1159 512 
8240 545 -1270 2565 -5881 27227 12636 -4634 2231 -1164 514 
8260 547 -1275 2574 -5896 27162 12727 -4659 2242 -1170 516 
8280 549 -1280 2582 -5911 27097 12819 -4684 2252 -1175 518 
8300 551 -1284 2590 -5926 27031 12910 -4709 2263 -1180 521 
8320 553 -1289 2598 -5940 26966 13002 -4733 2274 -1186 523 
8340 555 -1293 2606 -5955 26900 13093 -4757 2285 -1191 525 
8360 557 -1297 2614 -5969 26833 13185 -4782 2295 -1196 527 
8380 559 -1302 2622 -5982 26767 13276 -4806 2306 -1201 530 
8400 561 -1306 2630 -5996 26700 13367 -4829 2316 -1206 532 
8420 563 -1310 2637 -6009 26632 13459 -4853 2326 -1211 534 
8440 565 -1314 2644 -6021 26565 13550 -4877 2336 -1216 536 
8460 566 -1318 2652 -6034 26497 13642 -4900 2347 -1221 538 
8480 568 -1322 2659 -6046 26429 13733 -4923 2357 -1226 540 
8500 570 -1326 2666 -6058 26360 13825 -4947 2367 -1231 542 
8520 572 -1330 2673 -6070 26291 13916 -4970 2376 -1236 544 
8540 573 -1333 2679 -6081 26222 14007 -4992 2386 -1240 546 
8560 575 -1337 2686 -6092 26153 14099 -5015 2396 -1245 548 
8580 577 -1341 2692 -6103 26084 14190 -5038 2406 -1250 550 
8600 578 -1344 2699 -6113 26014 14282 -5060 2415 -1254 552 
8620 580 -1348 2705 -6123 25944 14373 -5082 2424 -1259 554 
8640 582 -1351 2711 -6133 25873 14464 -5104 2434 -1263 556 
8660 583 -1355 2717 -6142 25802 14556 -5126 2443 -1268 558 
8680 585 -1358 2723 -6152 25731 14647 -5148 2452 -1272 560 
8700 586 -1362 2729 -6161 25660 14738 -5169 2461 -1277 562 
8720 588 -1365 2734 -6169 25589 14829 -5191 2470 -1281 563 
8740 589 -1368 2740 -6178 25517 14921 -5212 2479 -1285 565 
8760 591 -1371 2745 -6186 25445 15012 -5233 2488 -1289 567 
8780 592 -1374 2750 -6194 25372 15103 -5254 2497 -1294 569 
8800 594 -1377 2756 -6201 25300 15194 -5274 2505 -1298 570 
8820 595 -1380 2761 -6209 25227 15285 -5295 2514 -1302 572 
8840 596 -1383 2765 -6216 25154 15376 -5315 2522 -1306 574 
8860 598 -1386 2770 -6222 25080 15467 -5335 2531 -1310 575 
8880 599 -1389 2775 -6229 25007 15558 -5355 2539 -1314 577 
8900 600 -1391 2779 -6235 24933 15649 -5375 2547 -1317 579 
8920 601 -1394 2784 -6241 24859 15740 -5395 2555 -1321 580 
8940 603 -1396 2788 -6246 24784 15831 -5414 2563 -1325 582 
8960 604 -1399 2792 -6252 24709 15922 -5434 2571 -1329 583 
8980 605 -1401 2796 -6257 24635 16012 -5453 2579 -1332 585 
9000 606 -1404 2800 -6261 24559 16103 -5472 2586 -1336 586 
9020 607 -1406 2803 -6266 24484 16194 -5490 2594 -1339 588 
9040 608 -1408 2807 -6270 24408 16284 -5509 2601 -1343 589 
9060 609 -1410 2811 -6274 24332 16375 -5527 2609 -1346 591 
9080 610 -1413 2814 -6278 24256 16465 -5546 2616 -1350 592 
9100 611 -1415 2817 -6281 24180 16556 -5564 2623 -1353 593 
9120 612 -1417 2820 -6284 24103 16646 -5581 2630 -1356 595 
9140 613 -1419 2823 -6287 24026 16736 -5599 2637 -1359 596 
9160 614 -1421 2826 -6290 23949 16826 -5616 2644 -1363 597 
9180 615 -1422 2829 -6292 23872 16916 -5634 2651 -1366 598 
9200 616 -1424 2832 -6294 23794 17006 -5651 2658 -1369 600 
9220 617 -1426 2834 -6296 23717 17096 -5668 2664 -1372 601 
9240 618 -1427 2836 -6297 23639 17186 -5684 2671 -1375 602 
9260 618 -1429 2839 -6298 23560 17276 -5701 2677 -1378 603 
9280 619 -1431 2841 -6299 23482 17366 -5717 2683 -1380 604 
9300 620 -1432 2843 -6300 23403 17455 -5733 2689 -1383 606 
9320 621 -1433 2845 -6300 23324 17545 -5749 2695 -1386 607 
9340 621 -1435 2846 -6300 23245 17634 -5764 2701 -1389 608 
9360 622 -1436 2848 -6300 23166 17724 -5780 2707 -1391 609 
9380 622 -1437 2850 -6300 23086 17813 -5795 2713 -1394 610 
9400 623 -1438 2851 -6299 23007 17902 -5810 2719 -1396 611 
9420 624 -1439 2852 -6298 22927 17991 -5825 2724 -1399 612 
9440 624 -1440 2853 -6297 22846 18080 -5840 2730 -1401 613 
9460 625 -1441 2854 -6296 22766 18169 -5854 2735 -1403 614 
9480 625 -1442 2855 -6294 22685 18258 -5868 2740 -1406 615 
9500 626 -1443 2856 -6292 22605 18346 -5882 2745 -1408 615 
9520 626 -1444 2857 -6290 22524 18435 -5896 2750 -1410 616 
9540 627 -1445 2857 -6287 22442 18523 -5910 2755 -1412 617 
9560 627 -1445 2858 -6285 22361 18612 -5923 2760 -1414 618 
9580 627 -1446 2858 -6282 22279 18700 -5936 2764 -1416 619 
9600 628 -1446 2858 -6278 22198 18788 -5949 2769 -1418 619 
9620 628 -1447 2858 -6275 22116 18876 -5962 2773 -1420 620 
9640 628 -1447 2858 -6271 22033 18964 -5974 2778 -1422 621 
9660 628 -1448 2858 -6267 21951 19052 -5987 2782 -1423 621 
9680 629 -1448 2858 -6263 21868 19139 -5999 2786 -1425 622 
9700 629 -1448 2857 -6258 21786 19227 -6011 2790 -1427 623 
9720 629 -1448 2857 -6253 21703 19314 -6022 2794 -1428 623 
9740 629 -1448 2856 -6248 21620 19402 -6034 2798 -1430 624 
9760 629 -1448 2855 -6243 21536 19489 -6045 2802 -1431 624 
9780 629 -1448 2854 -6238 21453 19576 -6056 2805 -1433 625 
9800 630 -1448 2853 -6232 21369 19663 -6066 2809 -1434 625 
9820 630 -1448 2852 -6226 21285 19749 -6077 2812 -1435 626 
9840 630 -1448 2851 -6220 21201 19836 -6087 2815 -1437 626 
9860 630 -1448 2850 -6213 21117 19922 -6097 2818 -1438 627 
9880 630 -1447 2848 -6206 21033 20009 -6107 2821 -1439 627 
9900 629 -1447 2847 -6199 20949 20095 -6117 2824 -1440 627 
9920 629 -1447 2845 -6192 20864 20181 -6126 2827 -1441 628 
9940 629 -1446 2843 -6185 20779 20267 -6135 2829 -1442 628 
9960 629 -1446 2841 -6177 20694 20353 -6144 2832 -1443 628 
9980 629 -1445 2839 -6169 20609 20438 -6153 2834 -1443 629 
10000 629 -1444 2837 -6161 20524 20524 -6161 2837 -1444 629 
10020 629 -1443 2834 -6153 20438 20609 -6169 2839 -1445 629 
10040 628 -1443 2832 -6144 20353 20694 -6177 2841 -1446 629 
10060 628 -1442 2829 -6135 20267 20779 -6185 2843 -1446 629 
10080 628 -1441 2827 -6126 20181 20864 -6192 2845 -1447 629 
10100 627 -1440 2824 -6117 20095 20949 -6199 2847 -1447 629 
10120 627 -1439 2821 -6107 20009 21033 -6206 2848 -1447 630 
10140 627 -1438 2818 -6097 19922 21117 -6213 2850 -1448 630 
10160 626 -1437 2815 -6087 19836 21201 -6220 2851 -1448 630 
10180 626 -1435 2812 -6077 19749 21285 -6226 2852 -1448 630 
10200 625 -1434 2809 -6066 19663 21369 -6232 2853 -1448 630 
10220 625 -1433 2805 -6056 19576 21453 -6238 2854 -1448 629 
10240 624 -1431 2802 -6045 19489 21536 -6243 2855 -1448 629 
10260 624 -1430 2798 -6034 19402 21620 -6248 2856 -1448 629 
10280 623 -1428 2794 -6022 19314 21703 -6253 2857 -1448 629 
10300 623 -1427 2790 -6011 19227 21786 -6258 2857 -1448 629 
10320 622 -1425 2786 -5999 19139 21868 -6263 2858 -1448 629 
10340 621 -1423 2782 -5987 19052 21951 -6267 2858 -1448 628 
10360 621 -1422 2778 -5974 18964 22033 -6271 2858 -1447 628 
10380 620 -1420 2773 -5962 18876 22116 -6275 2858 -1447 628 
10400 619 -1418 2769 -5949 18788 22198 -6278 2858 -1446 628 
10420 619 -1416 2764 -5936 18700 22279 -6282 2858 -1446 627 
10440 618 -1414 2760 -5923 18612 22361 -6285 2858 -1445 627 
10460 617 -1412 2755 -5910 18523 22442 -6287 2857 -1445 627 
10480 616 -1410 2750 -5896 18435 22524 -6290 2857 -1444 626 
10500 615 -1408 2745 -5882 18346 22605 -6292 2856 -1443 626 
10520 615 -1406 2740 -5868 18258 22685 -6294 2855 -1442 625 
10540 614 -1403 2735 -5854 18169 22766 -6296 2854 -1441 625 
10560 613 -1401 2730 -5840 18080 22846 -6297 2853 -1440 624 
10580 612 -1399 2724 -5825 17991 22927 -6298 2852 -1439 624 
10600 611 -1396 2719 -5810 17902 23007 -6299 2851 -1438 623 
10620 610 -1394 2713 -5795 17813 23086 -6300 2850 -1437 622 
10640 609 -1391 2707 -5780 17724 23166 -6300 2848 -1436 622 
10660 608 -1389 2701 -5764 17634 23245 -6300 2846 -1435 621 
10680 607 -1386 2695 -5749 17545 23324 -6300 2845 -1433 621 
10700 606 -1383 2689 -5733 17455 23403 -6300 2843 -1432 620 
10720 604 -1380 2683 -5717 17366 23482 -6299 2841 -1431 619 
10740 603 -1378 2677 -5701 17276 23560 -6298 2839 -1429 618 
10760 602 -1375 2671 -5684 17186 23639 -6297 2836 -1427 618 
10780 601 -1372 2664 -5668 17096 23717 -6296 2834 -1426 617 
10800 600 -1369 2658 -5651 17006 23794 -6294 2832 -1424 616 
10820 598 -1366 2651 -5634 16916 23872 -6292 2829 -1422 615 
10840 597 -1363 2644 -5616 16826 23949 -6290 2826 -1421 614 
10860 596 -1359 2637 -5599 16736 24026 -6287 2823 -1419 613 
10880 595 -1356 2630 -5581 16646 24103 -6284 2820 -1417 612 
10900 593 -1353 2623 -5564 16556 24180 -6281 2817 -1415 611 
10920 592 -1350 2616 -5546 16465 24256 -6278 2814 -1413 610 
10940 591 -1346 2609 -5527 16375 24332 -6274 2811 -1410 609 
10960 589 -1343 2601 -5509 16284 24408 -6270 2807 -1408 608 
10980 588 -1339 2594 -5490 16194 24484 -6266 2803 -1406 607 
11000 586 -1336 2586 -5472 16103 24559 -6261 2800 -1404 606 
11020 585 -1332 2579 -5453 16012 24635 -6257 2796 -1401 605 
11040 583 -1329 2571 -5434 15922 24709 -6252 2792 -1399 604 
11060 582 -1325 2563 -5414 15831 24784 -6246 2788 -1396 603 
11080 580 -1321 2555 -5395 15740 24859 -6241 2784 -1394 601 
11100 579 -1317 2547 -5375 15649 24933 -6235 2779 -1391 600 
11120 577 -1314 2539 -5355 15558 25007 -6229 2775 -1389 599 
11140 575 -1310 2531 -5335 15467 25080 -6222 2770 -1386 598 
11160 574 -1306 2522 -5315 15376 25154 -6216 2765 -1383 596 
11180 572 -1302 2514 -5295 15285 25227 -6209 2761 -1380 595 
11200 570 -1298 2505 -5274 15194 25300 -6201 2756 -1377 594 
11220 569 -1294 2497 -5254 15103 25372 -6194 2750 -1374 592 
11240 567 -1289 2488 -5233 15012 25445 -6186 2745 -1371 591 
11260 565 -1285 2479 -5212 14921 25517 -6178 2740 -1368 589 
11280 563 -1281 2470 -5191 14829 25589 -6169 2734 -1365 588 
11300 562 -1277 2461 -5169 14738 25660 -6161 2729 -1362 586 
11320 560 -1272 2452 -5148 14647 25731 -6152 2723 -1358 585 
11340 558 -1268 2443 -5126 14556 25802 -6142 2717 -1355 583 
11360 556 -1263 2434 -5104 14464 25873 -6133 2711 -1351 582 
11380 554 -1259 2424 -5082 14373 25944 -6123 2705 -1348 580 
11400 552 -1254 2415 -5060 14282 26014 -6113 2699 -1344 578 
11420 550 -1250 2406 -5038 14190 26084 -6103 2692 -1341 577 
11440 548 -1245 2396 -5015 14099 26153 -6092 2686 -1337 575 
11460 546 -1240 2386 -4992 14007 26222 -6081 2679 -1333 573 
11480 544 -1236 2376 -4970 13916 26291 -6070 2673 -1330 572 
11500 542 -1231 2367 -4947 13825 26360 -6058 2666 -1326 570 
11520 540 -1226 2357 -4923 13733 26429 -6046 2659 -1322 568 
11540 538 -1221 2347 -4900 13642 26497 -6034 2652 -1318 566 
11560 536 -1216 2336 -4877 13550 26565 -6021 2644 -1314 565 
11580 534 -1211 2326 -4853 13459 26632 -6009 2637 -1310 563 
11600 532 -1206 2316 -4829 13367 26700 -5996 2630 -1306 561 
11620 530 -1201 2306 -4806 13276 26767 -5982 2622 -1302 559 
11640 527 -1196 2295 -4782 13185 26833 -5969 2614 -1297 557 
11660 525 -1191 2285 -4757 13093 26900 -5955 2606 -1293 555 
11680 523 -1186 2274 -4733 13002 26966 -5940 2598 -1289 553 
11700 521 -1180 2263 -4709 12910 27031 -5926 2590 -1284 551 
11720 518 -1175 2252 -4684 12819 27097 -5911 2582 -1280 549 
11740 516 -1170 2242 -4659 12727 27162 -5896 2574 -1275 547 
11760 514 -1164 2231 -4634 12636 27227 -5881 2565 -1270 545 
11780 512 -1159 2220 -4609 12545 27292 -5865 2557 -1266 543 
11800 509 -1153 2209 -4584 12453 27356 -5849 2548 -1261 541 
11820 507 -1148 2197 -4559 12362 27420 -5833 2539 -1256 538 
11840 504 -1142 2186 -4534 12271 27483 -5816 2530 -1251 536 
11860 502 -1137 2175 -4508 12180 27547 -5799 2521 -1246 534 
11880 500 -1131 2163 -4482 12088 27610 -5782 2512 -1242 532 
11900 497 -1125 2152 -4457 11997 27672 -5764 2503 -1236 530 
11920 495 -1120 2140 -4431 11906 27735 -5747 2493 -1231 527 
11940 492 -1114 2129 -4405 11815 27797 -5728 2484 -1226 525 
11960 490 -1108 2117 -4378 11724 27858 -5710 2474 -1221 523 
11980 487 -1102 2105 -4352 11633 27920 -5691 2464 -1216 520 
12000 485 -1096 2093 -4326 11542 27981 -5672 2454 -1210 518 
12020 482 -1090 2082 -4299 11451 28042 -5653 2444 -1205 516 
12040 480 -1084 2070 -4273 11360 28102 -5633 2434 -1200 513 
12060 477 -1078 2057 -4246 11269 28162 -5614 2423 -1194 511 
12080 474 -1072 2045 -4219 11178 28222 -5593 2413 -1189 508 
12100 472 -1066 2033 -4192 11087 28281 -5573 2402 -1183 506 
12120 469 -1060 2021 -4165 10997 28340 -5552 2392 -1177 503 
12140 466 -1054 2009 -4137 10906 28399 -5531 2381 -1172 501 
12160 464 -1047 1996 -4110 10815 28457 -5509 2370 -1166 498 
12180 461 -1041 1984 -4083 10725 28515 -5488 2359 -1160 496 
12200 458 -1035 1971 -4055 10634 28573 -5466 2348 -1154 493 
12220 456 -1029 1959 -4027 10544 28631 -5443 2337 -1148 490 
12240 453 -1022 1946 -3999 10453 28688 -5421 2325 -1142 488 
12260 450 -1016 1933 -3972 10363 28744 -5398 2314 -1136 485 
12280 447 -1009 1920 -3944 10273 28801 -5374 2302 -1130 482 
12300 444 -1003 1907 -3915 10183 28857 -5351 2290 -1124 480 
12320 442 -996 1895 -3887 10093 28912 -5327 2278 -1118 477 
12340 439 -990 1882 -3859 10003 28968 -5303 2266 -1112 474 
12360 436 -983 1868 -3830 9913 29023 -5278 2254 -1105 471 
12380 433 -976 1855 -3802 9823 29077 -5254 2242 -1099 469 
12400 430 -970 1842 -3773 9733 29131 -5229 2230 -1092 466 
12420 427 -963 1829 -3745 9643 29185 -5203 2217 -1086 463 
12440 424 -956 1816 -3716 9553 29239 -5177 2205 -1079 460 
12460 421 -950 1802 -3687 9464 29292 -5151 2192 -1073 457 
12480 418 -943 1789 -3658 9374 29345 -5125 2179 -1066 454 
12500 415 -936 1775 -3629 9285 29397 -5099 2166 -1059 451 
12520 412 -929 1762 -3600 9196 29449 -5072 2153 -1053 448 
12540 409 -922 1748 -3570 9106 29501 -5044 2140 -1046 445 
12560 406 -915 1735 -3541 9017 29553 -5017 2127 -1039 442 
12580 403 -908 1721 -3511 8928 29604 -4989 2113 -1032 439 
12600 400 -901 1707 -3482 8839 29654 -4961 2100 -1025 436 
12620 397 -894 1693 -3452 8751 29704 -4932 2086 -1018 433 
12640 394 -887 1680 -3423 8662 29754 -4904 2072 -1011 430 
12660 391 -880 1666 -3393 8573 29804 -4875 2059 -1004 427 
12680 388 -873 1652 -3363 8485 29853 -4845 2045 -997 424 
12700 385 -865 1638 -3333 8396 29902 -4815 2031 -990 421 
12720 381 -858 1624 -3303 8308 29950 -4785 2016 -982 418 
12740 378 -851 1610 -3273 8220 29998 -4755 2002 -975 414 
12760 375 -844 1595 -3243 8132 30046 -4725 1988 -968 411 
12780 372 -836 1581 -3213 8044 30093 -4694 1973 -960 408 
12800 369 -829 1567 -3182 7956 30140 -4662 1958 -953 405 
12820 366 -822 1553 -3152 7868 30187 -4631 1944 -945 401 
12840 362 -814 1538 -3122 7780 30233 -4599 1929 -938 398 
12860 359 -807 1524 -3091 7693 30279 -4567 1914 -930 395 
12880 356 -799 1509 -3060 7605 30324 -4534 1899 -922 392 
12900 352 -792 1495 -3030 7518 30369 -4502 1883 -915 388 
12920 349 -785 1480 -2999 7431 30414 -4469 1868 -907 385 
12940 346 -777 1466 -2968 7344 30458 -4435 1853 -899 381 
12960 343 -769 1451 -2938 7257 30502 -4402 1837 -891 378 
12980 339 -762 1436 -2907 7170 30545 -4368 1822 -883 375 
13000 336 -754 1422 -2876 7084 30588 -4333 1806 -875 371 
13020 333 -747 1407 -2845 6997 30631 -4299 1790 -867 368 
13040 329 -739 1392 -2814 6911 30673 -4264 1774 -859 364 
13060 326 -731 1377 -2783 6824 30715 -4229 1758 -851 361 
13080 322 -724 1362 -2751 6738 30757 -4193 1742 -843 357 
13100 319 -716 1348 -2720 6652 30798 -4157 1725 -835 354 
13120 316 -708 1333 -2689 6567 30839 -4121 1709 -827 350 
13140 312 -700 1318 -2658 6481 30879 -4085 1693 -818 347 
13160 309 -692 1303 -2626 6395 30919 -4048 1676 -810 343 
13180 305 -685 1288 -2595 6310 30959 -4011 1659 -802 339 
13200 302 -677 1272 -2563 6225 30998 -3973 1643 -793 336 
13220 298 -669 1257 -2532 6140 31036 -3936 1626 -785 332 
13240 295 -661 1242 -2500 6055 31075 -3898 1609 -776 328 
13260 291 -653 1227 -2469 5970 31113 -3859 1591 -768 325 
13280 288 -645 1212 -2437 5885 31150 -3821 1574 -759 321 
13300 284 -637 1196 -2406 5801 31187 -3782 1557 -751 317 
13320 281 -629 1181 -2374 5717 31224 -3743 1540 -742 314 
13340 277 -621 1166 -2342 5632 31260 -3703 1522 -733 310 
13360 274 -613 1150 -2310 5548 31296 -3664 1504 -725 306 
13380 270 -605 1135 -2278 5465 31332 -3623 1487 -716 302 
13400 267 -597 1120 -2247 5381 31367 -3583 1469 -707 299 
13420 263 -589 1104 -2215 5297 31402 -3542 1451 -698 295 
13440 259 -581 1089 -2183 5214 31436 -3501 1433 -689 291 
13460 256 -573 1073 -2151 5131 31470 -3460 1415 -680 287 
13480 252 -564 1058 -2119 5048 31503 -3418 1397 -671 283 
13500 249 -556 1042 -2087 4965 31536 -3376 1378 -662 279 
13520 245 -548 1027 -2055 4883 31569 -3334 1360 -653 275 
13540 241 -540 1011 -2023 4800 31601 -3292 1341 -644 272 
13560 238 -532 995 -1991 4718 31633 -3249 1323 -635 268 
13580 234 -523 980 -1959 4636 31664 -3206 1304 -626 264 
13600 230 -515 964 -1927 4554 31695 -3162 1285 -616 260 
13620 227 -507 948 -1895 4472 31726 -3119 1266 -607 256 
13640 223 -499 933 -1863 4391 31756 -3075 1248 -598 252 
13660 219 -490 917 -1830 4309 31786 -3030 1228 -588 248 
13680 216 -482 901 -1798 4228 31815 -2986 1209 -579 244 
13700 212 -474 885 -1766 4147 31844 -2941 1190 -570 240 
13720 208 -465 869 -1734 4066 31872 -2895 1171 -560 236 
13740 205 -457 854 -1702 3986 31900 -2850 1151 -551 232 
13760 201 -449 838 -1669 3905 31928 -2804 1132 -541 228 
13780 197 -440 822 -1637 3825 31955 -2758 1112 -531 224 
13800 193 -432 806 -1605 3745 31982 -2712 1092 -522 220 
13820 190 -423 790 -1573 3665 32008 -2665 1073 -512 215 
13840 186 -415 774 -1541 3586 32034 -2618 1053 -503 211 
13860 182 -407 758 -1508 3506 32059 -2570 1033 -493 207 
13880 178 -398 742 -1476 3427 32085 -2523 1013 -483 203 
13900 175 -390 726 -1444 3348 32109 -2475 993 -473 199 
13920 171 -381 711 -1412 3269 32133 -2427 973 -464 195 
13940 167 -373 695 -1379 3190 32157 -2378 952 -454 191 
13960 163 -364 679 -1347 3112 32180 -2330 932 -444 186 
13980 160 -356 663 -1315 3034 32203 -2280 911 -434 182 
14000 156 -347 647 -1283 2956 32226 -2231 891 -424 178 
14020 152 -339 631 -1251 2878 32248 -2181 870 -414 174 
14040 148 -330 615 -1218 2801 32270 -2132 850 -404 170 
14060 144 -322 599 -1186 2723 32291 -2081 829 -394 165 
14080 141 -313 583 -1154 2646 32311 -2031 808 -384 161 
14100 137 -305 566 -1122 2569 32332 -1980 787 -374 157 
14120 133 -296 550 -1090 2493 32352 -1929 766 -364 153 
14140 129 -287 534 -1057 2416 32371 -1877 745 -353 148 
14160 125 -279 518 -1025 2340 32390 -1826 724 -343 144 
14180 121 -270 502 -993 2264 32409 -1774 702 -333 140 
14200 118 -262 486 -961 2188 32427 -1722 681 -323 135 
14220 114 -253 470 -929 2113 32445 -1669 660 -313 131 
14240 110 -245 454 -897 2037 32462 -1616 638 -302 127 
14260 106 -236 438 -865 1962 32479 -1563 617 -292 122 
14280 102 -227 422 -833 1887 32495 -1510 595 -282 118 
14300 98 -219 406 -801 1813 32511 -1456 573 -271 114 
14320 95 -210 390 -769 1738 32526 -1402 551 -261 109 
14340 91 -202 374 -737 1664 32542 -1348 530 -250 105 
14360 87 -193 358 -705 1590 32556 -1293 508 -240 100 
14380 83 -184 342 -673 1516 32570 -1238 486 -229 96 
14400 79 -176 326 -641 1443 32584 -1183 464 -219 92 
14420 75 -167 309 -609 1370 32597 -1128 442 -208 87 
14440 71 -158 293 -578 1297 32610 -1072 419 -198 83 
14460 67 -150 277 -546 1224 32623 -1016 397 -187 78 
14480 64 -141 261 -514 1152 32635 -960 375 -177 74 
14500 60 -133 245 -482 1079 32646 -904 352 -166 69 
14520 56 -124 229 -451 1007 32657 -847 330 -155 65 
14540 52 -115 213 -419 936 32668 -790 307 -145 61 
14560 48 -107 197 -387 864 32678 -733 285 -134 56 
14580 44 -98 181 -356 793 32688 -675 262 -123 52 
14600 40 -89 165 -324 722 32697 -617 239 -113 47 
14620 36 -81 149 -293 651 32706 -559 217 -102 43 
14640 33 -72 133 -261 581 32715 -501 194 -91 38 
14660 29 -64 117 -230 510 32723 -442 171 -80 34 
14680 25 -55 101 -199 440 32730 -383 148 -70 29 
14700 21 -46 85 -167 371 32737 -324 125 -59 25 
14720 17 -38 70 -136 301 32744 -264 102 -48 20 
14740 13 -29 54 -105 232 32750 -204 79 -37 16 
14760 9 -20 38 -74 163 32756 -144 56 -26 11 
14780 5 -12 22 -43 94 32761 -84 32 -15 6 
14800 2 -3 6 -12 26 32766 -24 9 -4 2 
14820 -2 5 -10 19 -42 32771 37 -14 7 -3 
14840 -6 14 -26 50 -110 32775 98 -37 17 -7 
14860 -10 23 -42 81 -178 32778 160 -61 28 -12 
14880 -14 31 -57 112 -245 32781 221 -84 39 -16 
14900 -18 40 -73 143 -312 32784 283 -108 50 -21 
14920 -22 48 -89 173 -379 32786 345 -132 61 -25 
14940 -25 57 -105 204 -445 32788 408 -155 72 -30 
14960 -29 65 -120 235 -512 32789 470 -179 83 -35 
14980 -33 74 -136 265 -578 32790 533 -203 94 -39 
15000 -37 82 -152 296 -643 32790 596 -226 106 -44 
15020 -41 91 -167 326 -709 32790 660 -250 117 -48 
15040 -45 100 -183 356 -774 32790 723 -274 128 -53 
15060 -49 108 -199 387 -839 32789 787 -298 139 -57 
15080 -52 117 -214 417 -904 32787 852 -322 150 -62 
15100 -56 125 -230 447 -968 32786 916 -346 161 -67 
15120 -60 134 -245 477 -1032 32783 981 -370 172 -71 
15140 -64 142 -261 507 -1096 32781 1046 -394 183 -76 
15160 -68 150 -276 537 -1159 32777 1111 -418 194 -80 
15180 -72 159 -292 567 -1222 32774 1176 -442 205 -85 
15200 -75 167 -307 597 -1285 32770 1242 -467 217 -90 
15220 -79 176 -323 626 -1348 32765 1308 -491 228 -94 
15240 -83 184 -338 656 -1410 32760 1374 -515 239 -99 
15260 -87 193 -353 686 -1472 32755 1440 -539 250 -103 
15280 -91 201 -369 715 -1534 32749 1507 -564 261 -108 
15300 -94 209 -384 744 -1596 32742 1574 -588 272 -113 
15320 -98 218 -399 774 -1657 32736 1641 -612 284 -117 
15340 -102 226 -414 803 -1718 32728 1709 -637 295 -122 
15360 -106 234 -430 832 -1778 32721 1776 -661 306 -126 
15380 -110 243 -445 861 -1839 32713 1844 -686 317 -131 
15400 -113 251 -460 890 -1899 32704 1912 -710 328 -136 
15420 -117 259 -475 919 -1958 32695 1980 -735 340 -140 
15440 -121 268 -490 948 -2018 32686 2049 -759 351 -145 
15460 -125 276 -505 977 -2077 32676 2118 -784 362 -149 
15480 -128 284 -520 1005 -2136 32665 2187 -809 373 -154 
15500 -132 292 -535 1034 -2194 32655 2256 -833 385 -159 
15520 -136 301 -550 1062 -2253 32643 2326 -858 396 -163 
15540 -140 309 -565 1091 -2311 32632 2395 -883 407 -168 
15560 -143 317 -580 1119 -2368 32619 2465 -907 418 -172 
15580 -147 325 -594 1147 -2426 32607 2536 -932 429 -177 
15600 -151 333 -609 1175 -2483 32594 2606 -957 441 -182 
15620 -154 341 -624 1203 -2539 32580 2677 -982 452 -186 
15640 -158 350 -638 1231 -2596 32566 2747 -1007 463 -191 
15660 -162 358 -653 1259 -2652 32552 2819 -1031 474 -195 
